,ID,Brand,Model,Year,Color,Mileage,Price,Condition
11354,11355,Jaguar,Generic Model 1,1993.0,White,89224.0,74862.0,Used
11355,11356,Volvo,Generic Model 2,2013.0,Silver,48398.0,39007.0,Used
11356,11357,Porsche,Generic Model 2,2009.0,Black,77974.0,11569.0,New
11357,11358,Tesla,Generic Model 2,1991.0,Red,10810.0,56625.0,New
11358,11359,Mercedes-Benz,Generic Model 1,1993.0,White,117466.0,79218.0,New
11359,11360,Nissan,Generic Model 3,2004.0,Green,119059.0,65826.0,New
11360,11361,Jaguar,Generic Model 3,2010.0,Silver,73111.0,17789.0,New
11361,11362,Audi,Generic Model 3,2004.0,Red,196073.0,62870.0,New
11362,11363,Mazda,Generic Model 2,1991.0,Blue,146402.0,23232.0,New
11363,11364,Mazda,Generic Model 1,2015.0,White,99472.0,79026.0,Used
11364,11365,Nissan,Generic Model 1,2008.0,White,137134.0,61655.0,Used
11365,11366,Ford,Mustang,1998.0,Green,138842.0,45352.0,Used
11366,11367,Porsche,Generic Model 1,2007.0,White,38449.0,8415.0,New
11367,11368,Chevrolet,Generic Model 2,2018.0,Red,52216.0,34987.0,New
11368,11369,Chevrolet,Generic Model 3,1991.0,Green,176026.0,10659.0,New
11369,11370,Mazda,Generic Model 2,2021.0,Blue,63643.0,55558.0,Used
11370,11371,Porsche,Generic Model 1,2011.0,Silver,82470.0,26075.0,Used
11371,11372,Kia,Generic Model 1,2006.0,Black,46080.0,40114.0,New
11372,11373,Tesla,Generic Model 3,1991.0,Red,162030.0,20482.0,Used
11373,11374,Ford,Explorer,2014.0,Silver,151278.0,7001.0,Used
11374,11375,Jeep,Generic Model 3,1991.0,Black,115461.0,19729.0,New
11375,11376,Porsche,Generic Model 1,2004.0,Silver,136864.0,36108.0,New
11376,11377,Honda,Civic,2005.0,Black,83285.0,72411.0,New
11377,11378,Chevrolet,Generic Model 3,2006.0,Red,168143.0,16695.0,New
11378,11379,Nissan,Generic Model 3,1997.0,White,164666.0,8297.0,New
11379,11380,Tesla,Generic Model 3,1993.0,Blue,190775.0,37184.0,Used
11380,11381,Subaru,Generic Model 1,1998.0,Green,125642.0,45262.0,Used
11381,11382,BMW,Generic Model 2,2017.0,Blue,41158.0,46010.0,New
11382,11383,Hyundai,Generic Model 2,2018.0,Red,81383.0,73433.0,Used
11383,11384,Toyota,Highlander,1998.0,Red,153398.0,23539.0,New
11384,11385,Volkswagen,Generic Model 2,2022.0,Red,137198.0,58390.0,New
11385,11386,Land Rover,Generic Model 3,2003.0,Silver,180936.0,54246.0,New
11386,11387,Toyota,Prius,1993.0,Silver,69353.0,65530.0,New
11387,11388,Chevrolet,Generic Model 1,1998.0,Red,140380.0,36136.0,Used
11388,11389,Toyota,Tacoma,1994.0,Red,157396.0,21019.0,New
11389,11390,Honda,Accord,2000.0,Black,7508.0,26867.0,New
11390,11391,Porsche,Generic Model 3,2020.0,Red,99119.0,43722.0,New
11391,11392,Ford,Escape,2015.0,Silver,166627.0,24982.0,New
11392,11393,Mazda,Generic Model 2,1999.0,Green,196891.0,37239.0,New
11393,11394,Lexus,Generic Model 1,2015.0,Silver,177594.0,23634.0,Used
11394,11395,Kia,Generic Model 3,2017.0,Blue,124402.0,69941.0,Used
11395,11396,Jaguar,Generic Model 1,2009.0,Silver,179511.0,52110.0,Used
11396,11397,Jeep,Generic Model 1,2005.0,White,146316.0,20735.0,New
11397,11398,Porsche,Generic Model 1,2019.0,Red,91042.0,19259.0,Used
11398,11399,Chevrolet,Generic Model 2,2002.0,Black,155236.0,8475.0,New
11399,11400,Porsche,Generic Model 1,2008.0,Silver,36466.0,45229.0,Used
11400,11401,Tesla,Generic Model 3,2009.0,White,68558.0,59250.0,New
11401,11402,Jeep,Generic Model 2,2005.0,Black,93761.0,47050.0,Used
11402,11403,Land Rover,Generic Model 3,2009.0,Green,159725.0,30261.0,New
11403,11404,Lexus,Generic Model 3,1996.0,Blue,140675.0,72657.0,Used
11404,11405,Lexus,Generic Model 3,2013.0,Red,17927.0,79533.0,New
11405,11406,Ford,Escape,1996.0,Silver,26053.0,62746.0,Used
11406,11407,Kia,Generic Model 1,2019.0,White,103719.0,19144.0,Used
11407,11408,Ford,Edge,2010.0,Black,150654.0,76282.0,Used
11408,11409,Tesla,Generic Model 2,1997.0,Black,98731.0,11779.0,New
11409,11410,Tesla,Generic Model 2,2006.0,White,29556.0,12963.0,New
11410,11411,Land Rover,Generic Model 1,2014.0,Black,135004.0,37419.0,New
11411,11412,Land Rover,Generic Model 1,2001.0,Silver,56235.0,33968.0,Used
11412,11413,Chevrolet,Generic Model 3,2006.0,White,136125.0,56221.0,Used
11413,11414,Lexus,Generic Model 2,2008.0,White,157626.0,32820.0,Used
11414,11415,Audi,Generic Model 3,2018.0,Red,156173.0,67877.0,Used
11415,11416,Volvo,Generic Model 2,2002.0,Green,111918.0,64295.0,Used
11416,11417,Audi,Generic Model 3,2006.0,Black,59242.0,40571.0,Used
11417,11418,Land Rover,Generic Model 1,2010.0,Black,60203.0,43948.0,Used
11418,11419,Hyundai,Generic Model 1,2004.0,Black,198984.0,78956.0,New
11419,11420,Toyota,Prius,1995.0,Silver,55880.0,65681.0,Used
11420,11421,Audi,Generic Model 3,1992.0,Silver,66522.0,18528.0,Used
11421,11422,Mazda,Generic Model 2,2018.0,Black,172315.0,75137.0,Used
11422,11423,Volkswagen,Generic Model 2,2012.0,White,159473.0,27106.0,Used
11423,11424,BMW,Generic Model 2,1992.0,Green,199766.0,52162.0,New
11424,11425,Tesla,Generic Model 2,1997.0,White,179663.0,63519.0,Used
11425,11426,Toyota,Tacoma,1992.0,Blue,187200.0,37449.0,New
11426,11427,Audi,Generic Model 1,2010.0,Red,30896.0,6394.0,New
11427,11428,Tesla,Generic Model 1,2010.0,Green,180552.0,10647.0,Used
11428,11429,Audi,Generic Model 2,1998.0,Green,63855.0,70691.0,Used
11429,11430,Jaguar,Generic Model 2,2009.0,Red,69183.0,76201.0,New
11430,11431,Jeep,Generic Model 2,2020.0,Silver,85504.0,55145.0,New
11431,11432,BMW,Generic Model 2,2008.0,White,124917.0,54278.0,Used
11432,11433,Land Rover,Generic Model 2,2006.0,Black,166348.0,57588.0,Used
11433,11434,Chevrolet,Generic Model 3,1993.0,Blue,46274.0,27222.0,New
11434,11435,Jeep,Generic Model 3,2014.0,Blue,31353.0,25060.0,Used
11435,11436,Audi,Generic Model 1,2007.0,White,44997.0,69373.0,New
11436,11437,BMW,Generic Model 1,2001.0,Silver,32563.0,31161.0,Used
11437,11438,Nissan,Generic Model 2,2007.0,White,142373.0,23124.0,Used
11438,11439,Honda,Civic,1994.0,Silver,53353.0,65248.0,Used
11439,11440,Subaru,Generic Model 1,1997.0,Black,46389.0,40998.0,New
11440,11441,Hyundai,Generic Model 2,1992.0,Red,43330.0,38989.0,Used
11441,11442,Jeep,Generic Model 1,2020.0,Red,31067.0,34108.0,Used
11442,11443,BMW,Generic Model 2,2013.0,Black,185124.0,23572.0,New
11443,11444,Chevrolet,Generic Model 3,2019.0,White,56743.0,45378.0,Used
11444,11445,Volvo,Generic Model 2,2015.0,White,58356.0,42899.0,New
11445,11446,Tesla,Generic Model 2,2016.0,Green,16145.0,39130.0,Used
11446,11447,Subaru,Generic Model 2,2017.0,Blue,166858.0,9631.0,New
11447,11448,Hyundai,Generic Model 1,1991.0,Red,178592.0,58230.0,Used
11448,11449,Mercedes-Benz,Generic Model 2,2004.0,Blue,38195.0,55344.0,New
11449,11450,Ford,Mustang,2014.0,Black,167408.0,57271.0,Used
11450,11451,Tesla,Generic Model 3,1991.0,Black,54110.0,32594.0,Used
11451,11452,Nissan,Generic Model 2,2005.0,White,88705.0,74341.0,New
11452,11453,Chevrolet,Generic Model 2,1992.0,Blue,175428.0,22581.0,New
11453,11454,Nissan,Generic Model 1,1995.0,Black,108683.0,15413.0,New
11454,11455,Honda,Civic,1992.0,Silver,120457.0,56262.0,New
11455,11456,Porsche,Generic Model 3,1996.0,Blue,92865.0,32915.0,New
11456,11457,Nissan,Generic Model 1,2012.0,White,91066.0,60664.0,Used
11457,11458,BMW,Generic Model 1,2002.0,Green,128706.0,40001.0,Used
11458,11459,Land Rover,Generic Model 2,1997.0,Silver,63977.0,45796.0,New
11459,11460,Mercedes-Benz,Generic Model 3,2009.0,Blue,129338.0,75977.0,Used
11460,11461,Jaguar,Generic Model 1,2010.0,Blue,99509.0,71022.0,New
11461,11462,Nissan,Generic Model 3,1999.0,Black,92967.0,20449.0,Used
11462,11463,Land Rover,Generic Model 2,1994.0,White,108236.0,51255.0,Used
11463,11464,Porsche,Generic Model 2,2001.0,Black,58751.0,33588.0,Used
11464,11465,Audi,Generic Model 2,1993.0,Red,92207.0,53849.0,Used
11465,11466,BMW,Generic Model 1,2016.0,Red,191628.0,26370.0,Used
11466,11467,Mazda,Generic Model 1,2012.0,Black,80944.0,39101.0,Used
11467,11468,Volvo,Generic Model 3,2002.0,Green,38362.0,65868.0,New
11468,11469,Porsche,Generic Model 3,2002.0,Red,133945.0,14921.0,New
11469,11470,Lexus,Generic Model 2,2018.0,White,140434.0,17052.0,Used
11470,11471,Jeep,Generic Model 2,2021.0,Silver,76444.0,36888.0,Used
11471,11472,Tesla,Generic Model 3,1990.0,Red,73537.0,50638.0,New
11472,11473,BMW,Generic Model 2,1996.0,Red,154021.0,20801.0,New
11473,11474,Jeep,Generic Model 2,2000.0,Silver,2548.0,32864.0,New
11474,11475,Volkswagen,Generic Model 3,1992.0,Black,190155.0,60045.0,New
11475,11476,Ford,Mustang,2006.0,Black,65918.0,40915.0,New
11476,11477,Subaru,Generic Model 2,1991.0,Black,142521.0,27547.0,New
11477,11478,Mazda,Generic Model 3,1995.0,Silver,74857.0,10447.0,New
11478,11479,Jeep,Generic Model 1,2001.0,Red,70315.0,69236.0,New
11479,11480,Tesla,Generic Model 1,1993.0,Green,198999.0,8765.0,Used
11480,11481,Audi,Generic Model 1,1999.0,Green,122382.0,39968.0,Used
11481,11482,Volkswagen,Generic Model 1,1996.0,Green,60286.0,14155.0,New
11482,11483,Subaru,Generic Model 1,2010.0,Black,15012.0,47210.0,Used
11483,11484,Honda,Civic,1995.0,Silver,6695.0,43698.0,New
11484,11485,Mercedes-Benz,Generic Model 2,2007.0,Green,14804.0,64721.0,Used
11485,11486,Volvo,Generic Model 3,2006.0,Black,96344.0,22542.0,Used
11486,11487,Nissan,Generic Model 2,2013.0,Black,22663.0,6096.0,Used
11487,11488,BMW,Generic Model 3,2020.0,Green,78704.0,18852.0,Used
11488,11489,Mazda,Generic Model 1,2014.0,Red,172813.0,39853.0,New
11489,11490,Audi,Generic Model 3,2016.0,Black,82896.0,24936.0,New
11490,11491,Nissan,Generic Model 2,2022.0,Black,161940.0,28452.0,Used
11491,11492,Hyundai,Generic Model 3,2000.0,Green,127885.0,8784.0,Used
11492,11493,Mazda,Generic Model 2,2019.0,Red,45399.0,56521.0,Used
11493,11494,Tesla,Generic Model 3,2011.0,White,33662.0,9822.0,New
11494,11495,Jaguar,Generic Model 2,2014.0,Silver,140425.0,55531.0,Used
11495,11496,Lexus,Generic Model 1,2002.0,Blue,80458.0,69383.0,Used
11496,11497,Audi,Generic Model 1,1990.0,Silver,37918.0,70934.0,Used
11497,11498,Mazda,Generic Model 2,2009.0,Black,4578.0,62615.0,New
11498,11499,Audi,Generic Model 1,2003.0,Red,86838.0,52120.0,New
11499,11500,Tesla,Generic Model 2,2011.0,Silver,146163.0,60351.0,Used
11500,11501,Chevrolet,Generic Model 1,2022.0,Red,16572.0,19316.0,Used
11501,11502,Lexus,Generic Model 1,2016.0,Green,122506.0,9598.0,Used
11502,11503,Porsche,Generic Model 2,1997.0,Red,153478.0,18737.0,Used
11503,11504,Toyota,Prius,2002.0,Red,106864.0,45987.0,New
11504,11505,Jeep,Generic Model 2,2001.0,Green,141345.0,24638.0,New
11505,11506,BMW,Generic Model 3,1998.0,Green,99167.0,8821.0,New
11506,11507,Chevrolet,Generic Model 2,2000.0,Silver,812.0,77536.0,Used
11507,11508,Jeep,Generic Model 1,1990.0,Green,89029.0,55083.0,New
11508,11509,Audi,Generic Model 1,2018.0,White,153681.0,15586.0,Used
11509,11510,Kia,Generic Model 3,2017.0,Blue,166596.0,59677.0,New
11510,11511,Mercedes-Benz,Generic Model 2,2004.0,Silver,38944.0,53799.0,Used
11511,11512,Lexus,Generic Model 1,2018.0,Silver,158979.0,30437.0,New
11512,11513,Ford,Mustang,2021.0,Black,171204.0,36485.0,Used
11513,11514,Honda,Accord,1999.0,White,147481.0,21092.0,New
11514,11515,Mercedes-Benz,Generic Model 2,2003.0,Red,176794.0,79735.0,New
11515,11516,Honda,CR-V,1990.0,White,141355.0,54798.0,New
11516,11517,Lexus,Generic Model 2,2015.0,Red,195030.0,5623.0,New
11517,11518,Lexus,Generic Model 3,2006.0,White,179467.0,74314.0,New
11518,11519,Kia,Generic Model 3,2018.0,Green,47659.0,51506.0,Used
11519,11520,Land Rover,Generic Model 1,2019.0,Silver,154588.0,29556.0,Used
11520,11521,Jaguar,Generic Model 2,1995.0,White,93002.0,6993.0,Used
11521,11522,Mazda,Generic Model 3,2013.0,Red,198236.0,21789.0,Used
11522,11523,Kia,Generic Model 2,2021.0,Silver,137703.0,69280.0,New
11523,11524,Porsche,Generic Model 1,2004.0,White,55973.0,77398.0,Used
11524,11525,Jaguar,Generic Model 1,2002.0,White,124518.0,61078.0,New
11525,11526,Volkswagen,Generic Model 3,2011.0,Silver,95188.0,23412.0,New
11526,11527,Honda,Fit,2017.0,Green,173403.0,68912.0,Used
11527,11528,Mazda,Generic Model 2,2001.0,Blue,141135.0,72069.0,New
11528,11529,Kia,Generic Model 1,1990.0,Blue,70877.0,63559.0,Used
11529,11530,Nissan,Generic Model 1,1998.0,Blue,113332.0,56523.0,New
11530,11531,Tesla,Generic Model 2,2017.0,Blue,160449.0,6973.0,Used
11531,11532,Porsche,Generic Model 2,2021.0,Black,35352.0,62781.0,New
11532,11533,Jaguar,Generic Model 1,2016.0,Silver,127736.0,72878.0,New
11533,11534,Toyota,Tacoma,1990.0,White,96332.0,51537.0,New
11534,11535,Porsche,Generic Model 1,2005.0,Silver,119820.0,55975.0,New
11535,11536,Land Rover,Generic Model 2,2008.0,Red,107963.0,77025.0,Used
11536,11537,BMW,Generic Model 2,1996.0,Red,160426.0,69784.0,New
11537,11538,Jeep,Generic Model 1,2018.0,Black,86174.0,15146.0,New
11538,11539,Subaru,Generic Model 2,2017.0,Black,60892.0,17422.0,Used
11539,11540,Jaguar,Generic Model 1,2015.0,White,179427.0,54222.0,Used
11540,11541,Mazda,Generic Model 1,1998.0,Red,83269.0,63236.0,New
11541,11542,Mazda,Generic Model 3,2015.0,Blue,165269.0,32671.0,New
11542,11543,BMW,Generic Model 3,2016.0,Red,147227.0,52967.0,Used
11543,11544,Hyundai,Generic Model 3,2008.0,Red,70728.0,17765.0,New
11544,11545,Mazda,Generic Model 2,2018.0,Silver,119606.0,70270.0,Used
11545,11546,Jaguar,Generic Model 1,2015.0,Red,138670.0,53739.0,Used
11546,11547,Lexus,Generic Model 3,2019.0,Green,104558.0,79708.0,Used
11547,11548,Porsche,Generic Model 2,1998.0,Black,178401.0,73165.0,New
11548,11549,Jaguar,Generic Model 1,1998.0,Red,67356.0,36939.0,New
11549,11550,Jeep,Generic Model 3,2015.0,Silver,186107.0,17600.0,New
11550,11551,Tesla,Generic Model 2,2021.0,Green,68971.0,65002.0,Used
11551,11552,Audi,Generic Model 2,1997.0,Green,115106.0,42753.0,Used
11552,11553,Subaru,Generic Model 1,1992.0,Blue,164548.0,77335.0,New
11553,11554,Jeep,Generic Model 2,2021.0,White,182757.0,45108.0,New
11554,11555,Volkswagen,Generic Model 1,2011.0,Red,163142.0,61906.0,New
11555,11556,Audi,Generic Model 1,1999.0,Blue,60842.0,36614.0,New
11556,11557,Jeep,Generic Model 3,2007.0,White,95163.0,63661.0,Used
11557,11558,Audi,Generic Model 3,2012.0,Silver,64734.0,12195.0,Used
11558,11559,Porsche,Generic Model 2,2016.0,Green,151261.0,40489.0,Used
11559,11560,Hyundai,Generic Model 2,2018.0,White,159070.0,25233.0,New
11560,11561,Kia,Generic Model 3,2003.0,Black,72821.0,12352.0,New
11561,11562,Toyota,RAV4,2009.0,White,115901.0,10329.0,Used
11562,11563,Subaru,Generic Model 3,2018.0,Silver,168590.0,30570.0,New
11563,11564,Audi,Generic Model 2,1992.0,Red,117140.0,73101.0,New
11564,11565,Mercedes-Benz,Generic Model 2,2003.0,Silver,159984.0,65610.0,New
11565,11566,Tesla,Generic Model 1,2000.0,White,43820.0,54087.0,Used
11566,11567,Hyundai,Generic Model 1,2007.0,Black,133042.0,77508.0,New
11567,11568,Land Rover,Generic Model 1,2009.0,Silver,139302.0,25371.0,Used
11568,11569,Honda,Odyssey,1991.0,Red,144722.0,33232.0,New
11569,11570,Lexus,Generic Model 1,2016.0,Green,4732.0,36665.0,New
11570,11571,Ford,Explorer,2005.0,Blue,184426.0,36650.0,Used
11571,11572,Land Rover,Generic Model 1,2014.0,Silver,179720.0,27267.0,New
11572,11573,Kia,Generic Model 2,1994.0,Black,100725.0,11471.0,New
11573,11574,Porsche,Generic Model 2,2021.0,Blue,44550.0,46474.0,Used
11574,11575,Porsche,Generic Model 2,2016.0,Silver,185784.0,28252.0,Used
11575,11576,Ford,Edge,1998.0,Silver,66380.0,10165.0,New
11576,11577,Mazda,Generic Model 1,1991.0,Blue,7737.0,8995.0,Used
11577,11578,Jeep,Generic Model 1,2017.0,Green,75388.0,60942.0,New
11578,11579,Honda,Accord,2000.0,Red,107630.0,42191.0,New
11579,11580,Chevrolet,Generic Model 3,1991.0,Black,48138.0,20994.0,Used
11580,11581,Land Rover,Generic Model 1,2001.0,Silver,119819.0,53381.0,Used
11581,11582,Land Rover,Generic Model 3,2001.0,Silver,181850.0,50127.0,New
11582,11583,Land Rover,Generic Model 1,2012.0,Silver,54954.0,38762.0,New
11583,11584,Mazda,Generic Model 2,1991.0,Green,57269.0,65445.0,Used
11584,11585,Volkswagen,Generic Model 3,2010.0,Red,179936.0,50810.0,Used
11585,11586,Jeep,Generic Model 1,2003.0,White,112692.0,78034.0,New
11586,11587,Toyota,Highlander,1996.0,Silver,83842.0,11739.0,Used
11587,11588,Jaguar,Generic Model 3,2016.0,Green,76548.0,16670.0,Used
11588,11589,Mercedes-Benz,Generic Model 1,2018.0,Black,38920.0,73497.0,New
11589,11590,Kia,Generic Model 3,2004.0,Blue,46867.0,79248.0,New
11590,11591,Chevrolet,Generic Model 2,1993.0,Red,122832.0,6715.0,New
11591,11592,Subaru,Generic Model 3,2000.0,Silver,112378.0,46750.0,New
11592,11593,Mazda,Generic Model 3,2000.0,Black,195372.0,10207.0,New
11593,11594,Mercedes-Benz,Generic Model 2,2019.0,Blue,47181.0,75215.0,Used
11594,11595,Chevrolet,Generic Model 1,2008.0,White,148769.0,45233.0,New
11595,11596,Hyundai,Generic Model 3,2005.0,Black,54670.0,26131.0,Used
11596,11597,BMW,Generic Model 1,1997.0,Silver,138321.0,23156.0,New
11597,11598,Jaguar,Generic Model 1,1995.0,Blue,148762.0,75810.0,New
11598,11599,Subaru,Generic Model 2,1990.0,Blue,9791.0,24696.0,Used
11599,11600,Jaguar,Generic Model 3,1996.0,Silver,133394.0,13020.0,New
11600,11601,Mercedes-Benz,Generic Model 1,2019.0,Black,133108.0,47961.0,New
11601,11602,Chevrolet,Generic Model 2,2000.0,Silver,166291.0,35717.0,New
11602,11603,Hyundai,Generic Model 2,1995.0,Silver,163277.0,31630.0,Used
11603,11604,Subaru,Generic Model 1,2008.0,Green,78044.0,29554.0,New
11604,11605,Mazda,Generic Model 3,1993.0,Green,176246.0,30472.0,Used
11605,11606,Subaru,Generic Model 3,2008.0,Red,56853.0,78700.0,Used
11606,11607,Porsche,Generic Model 2,2015.0,Silver,185774.0,63226.0,New
11607,11608,Ford,Focus,1996.0,Green,347.0,79322.0,Used
11608,11609,Mazda,Generic Model 3,1996.0,Black,67061.0,14235.0,New
11609,11610,Mercedes-Benz,Generic Model 1,1998.0,Blue,189795.0,44301.0,New
11610,11611,Ford,F-150,2012.0,Green,54710.0,18613.0,New
11611,11612,Volvo,Generic Model 1,2019.0,White,126689.0,18041.0,Used
11612,11613,Mazda,Generic Model 2,2016.0,White,91631.0,78511.0,New
11613,11614,Lexus,Generic Model 1,1992.0,Silver,154523.0,28908.0,New
11614,11615,Kia,Generic Model 3,2007.0,White,44582.0,49583.0,New
11615,11616,Volkswagen,Generic Model 1,2002.0,Red,4085.0,24450.0,New
11616,11617,Honda,Pilot,2003.0,Blue,39873.0,38382.0,New
11617,11618,Volvo,Generic Model 3,2004.0,Red,63755.0,65148.0,Used
11618,11619,BMW,Generic Model 2,2016.0,Black,17211.0,27634.0,New
11619,11620,Honda,Fit,2011.0,Black,74521.0,45937.0,Used
11620,11621,Subaru,Generic Model 3,2020.0,Blue,32354.0,70534.0,Used
11621,11622,Chevrolet,Generic Model 3,2001.0,Red,152346.0,56843.0,New
11622,11623,Hyundai,Generic Model 1,2018.0,Blue,72256.0,74387.0,Used
11623,11624,Porsche,Generic Model 2,2004.0,Red,156784.0,55940.0,Used
11624,11625,Lexus,Generic Model 1,1997.0,Blue,20861.0,74315.0,New
11625,11626,Nissan,Generic Model 2,2010.0,Silver,32724.0,37722.0,Used
11626,11627,Mercedes-Benz,Generic Model 2,2003.0,Blue,47628.0,29413.0,Used
11627,11628,Kia,Generic Model 3,2004.0,Black,133388.0,7748.0,Used
11628,11629,Nissan,Generic Model 2,2001.0,White,173921.0,70486.0,Used
11629,11630,Chevrolet,Generic Model 3,2009.0,Black,170196.0,41160.0,New
11630,11631,Jeep,Generic Model 1,2008.0,Silver,15377.0,52079.0,Used
11631,11632,Volvo,Generic Model 2,2014.0,Red,159335.0,5379.0,New
11632,11633,Nissan,Generic Model 3,2008.0,Silver,27871.0,33600.0,Used
11633,11634,Volkswagen,Generic Model 1,2018.0,Black,138173.0,77199.0,New
11634,11635,Jaguar,Generic Model 1,1996.0,Blue,93693.0,17223.0,Used
11635,11636,Mazda,Generic Model 3,1990.0,Red,51748.0,37921.0,Used
11636,11637,Hyundai,Generic Model 1,2003.0,White,20335.0,42480.0,New
11637,11638,Honda,CR-V,2013.0,White,37507.0,23032.0,Used
11638,11639,Toyota,Camry,2004.0,Black,119082.0,26908.0,New
11639,11640,Jeep,Generic Model 2,1994.0,Red,175878.0,46013.0,New
11640,11641,Toyota,Corolla,2014.0,Silver,125772.0,7162.0,Used
11641,11642,Subaru,Generic Model 3,1995.0,Silver,18158.0,53844.0,Used
11642,11643,Porsche,Generic Model 1,2000.0,Blue,39752.0,45326.0,Used
11643,11644,Mercedes-Benz,Generic Model 2,2001.0,Black,1246.0,76973.0,Used
11644,11645,Land Rover,Generic Model 2,2011.0,Green,94698.0,71727.0,Used
11645,11646,Jeep,Generic Model 1,2000.0,Green,98237.0,43678.0,New
11646,11647,Ford,Escape,2017.0,Silver,143376.0,65729.0,New
11647,11648,Lexus,Generic Model 2,2012.0,Blue,40793.0,24090.0,New
11648,11649,Porsche,Generic Model 1,2017.0,Red,85118.0,32286.0,Used
11649,11650,Mercedes-Benz,Generic Model 3,1991.0,Blue,3951.0,64900.0,New
11650,11651,Land Rover,Generic Model 1,2012.0,Blue,112261.0,48289.0,New
11651,11652,Lexus,Generic Model 2,2015.0,Red,5388.0,30328.0,New
11652,11653,Mercedes-Benz,Generic Model 1,1994.0,Black,62053.0,67132.0,New
11653,11654,Kia,Generic Model 1,2022.0,Green,101308.0,34468.0,New
11654,11655,Ford,Escape,2005.0,Red,118965.0,30806.0,New
11655,11656,Lexus,Generic Model 2,2007.0,Green,36874.0,74458.0,Used
11656,11657,Jaguar,Generic Model 3,2016.0,Blue,75416.0,33028.0,New
11657,11658,Volkswagen,Generic Model 3,2014.0,Black,86096.0,12647.0,Used
11658,11659,Hyundai,Generic Model 2,2005.0,Silver,15368.0,69350.0,New
11659,11660,Volkswagen,Generic Model 2,2018.0,Silver,3428.0,26270.0,New
11660,11661,Honda,CR-V,1997.0,Silver,55410.0,54279.0,Used
11661,11662,Kia,Generic Model 3,2022.0,White,24935.0,55091.0,Used
11662,11663,Porsche,Generic Model 3,2011.0,Red,196841.0,20670.0,Used
11663,11664,Mercedes-Benz,Generic Model 3,2004.0,White,139138.0,34543.0,Used
11664,11665,Volkswagen,Generic Model 3,2000.0,White,50044.0,57930.0,New
11665,11666,Hyundai,Generic Model 3,2008.0,Green,199176.0,34262.0,New
11666,11667,Audi,Generic Model 3,2000.0,Blue,116843.0,59765.0,Used
11667,11668,Audi,Generic Model 3,2010.0,White,55535.0,9180.0,New
11668,11669,Mercedes-Benz,Generic Model 2,1992.0,Green,77548.0,9018.0,New
11669,11670,Mazda,Generic Model 3,1997.0,Silver,83571.0,34035.0,Used
11670,11671,Hyundai,Generic Model 3,1990.0,Red,82356.0,23047.0,Used
11671,11672,Tesla,Generic Model 3,1999.0,Black,171854.0,57693.0,Used
11672,11673,Jaguar,Generic Model 2,2005.0,Green,48489.0,24828.0,New
11673,11674,Volvo,Generic Model 3,2017.0,Silver,72869.0,37941.0,Used
11674,11675,Ford,Edge,1991.0,Red,195314.0,67079.0,New
11675,11676,Kia,Generic Model 1,2012.0,Silver,71751.0,56749.0,Used
11676,11677,Jeep,Generic Model 3,2003.0,Green,164053.0,41585.0,Used
11677,11678,Honda,Odyssey,2008.0,Red,38922.0,28441.0,Used
11678,11679,Lexus,Generic Model 1,2014.0,Blue,61388.0,30343.0,Used
11679,11680,Porsche,Generic Model 3,1999.0,Green,50276.0,59437.0,Used
11680,11681,Chevrolet,Generic Model 3,2019.0,Green,72496.0,29363.0,New
11681,11682,Jeep,Generic Model 3,1997.0,Red,197314.0,17189.0,Used
11682,11683,Jaguar,Generic Model 2,2010.0,Green,29178.0,76111.0,New
11683,11684,Jeep,Generic Model 1,2019.0,White,199604.0,23436.0,Used
11684,11685,Volvo,Generic Model 3,1995.0,Black,22365.0,6532.0,Used
11685,11686,Jaguar,Generic Model 3,2006.0,Green,965.0,11109.0,Used
11686,11687,Volkswagen,Generic Model 1,2007.0,Green,131733.0,58645.0,New
11687,11688,Jaguar,Generic Model 2,1996.0,Red,116722.0,79369.0,Used
11688,11689,Honda,Civic,2014.0,Blue,177196.0,8590.0,New
11689,11690,Porsche,Generic Model 3,1991.0,Silver,13667.0,69964.0,New
11690,11691,Subaru,Generic Model 1,2019.0,White,19798.0,22766.0,Used
11691,11692,BMW,Generic Model 3,2015.0,Blue,92505.0,79432.0,Used
11692,11693,Chevrolet,Generic Model 1,2009.0,Green,65045.0,31613.0,New
11693,11694,Audi,Generic Model 2,1999.0,Green,116425.0,27863.0,Used
11694,11695,Audi,Generic Model 2,2010.0,Black,117789.0,23838.0,New
11695,11696,Land Rover,Generic Model 3,1990.0,Blue,12862.0,19635.0,New
11696,11697,Ford,Mustang,1993.0,White,176272.0,65253.0,New
11697,11698,Subaru,Generic Model 2,1994.0,White,185945.0,71767.0,New
11698,11699,Chevrolet,Generic Model 2,2008.0,Blue,72464.0,12217.0,Used
11699,11700,Toyota,Corolla,2014.0,White,191857.0,36069.0,New
11700,11701,Volvo,Generic Model 2,2011.0,Silver,69599.0,60449.0,Used
11701,11702,Nissan,Generic Model 1,1993.0,Silver,143734.0,42952.0,Used
11702,11703,BMW,Generic Model 3,2022.0,White,191655.0,12788.0,New
11703,11704,Ford,Explorer,2018.0,Blue,153126.0,77851.0,New
11704,11705,Land Rover,Generic Model 3,2016.0,White,125087.0,69501.0,Used
11705,11706,Toyota,Prius,2004.0,White,41635.0,44224.0,Used
11706,11707,Volvo,Generic Model 3,2018.0,Black,182134.0,76456.0,New
